Hospital_ID,Hospital_Name,State,Region_Type,Population_Density,Total_Beds,Occupied_Beds,Doctors_Count,Nurses_Count,Daily_Patient_Inflow,Emergency_Cases,OPD_Visits,IPD_Admissions,Avg_Treatment_Cost,Equipment_Availability_Index,Medicine_Stock_Index,Distance_to_Nearest_City_km,Satisfaction_Score,Mortality_Rate
1421,Hospital_1421,Tamil Nadu,Rural,2231,113,113,79,70,308,99,271,15,3051,0.31,0.9,55.26,3.12,2.53
1422,Hospital_1422,Tamil Nadu,Rural,15000,453,453,99,44,887,101,1398,207,4348,0.8,0.23,59.39,4.59,2.05
1423,Hospital_1423,Delhi,Urban,17299,163,152,86,128,481,172,1489,205,3956,0.74,0.75,27.47,3.03,1.22
1424,Hospital_1424,Karnataka,Urban,11432,308,308,27,74,628,62,494,146,19642,0.78,0.64,34.63,2.89,4.16
1425,Hospital_1425,Karnataka,Rural,6766,405,120,90,68,769,28,667,276,12531,0.7,0.95,2.79,3.43,1.32
1426,Hospital_1426,Kerala,Urban,16626,33,33,47,45,192,100,1398,125,8619,0.33,0.93,85.36,3.07,0.37
1427,Hospital_1427,Maharashtra,Urban,12579,276,260,86,156,320,108,572,52,10662,0.4,0.66,75.84,2.79,2.87
1428,Hospital_1428,Karnataka,Urban,1510,365,289,44,51,619,95,215,240,2160,0.95,0.31,19.17,1.72,1.66
1429,Hospital_1429,Delhi,Rural,12765,205,205,51,78,930,152,757,67,13708,0.46,0.57,36.84,2.59,3.59
1430,Hospital_1430,Kerala,Urban,634,364,233,45,156,882,9,792,215,11216,1,0.78,42.69,2.13,0.5
1431,Hospital_1431,Kerala,Urban,3464,419,110,51,116,548,34,1311,103,13509,0.78,0.96,34.1,2.6,4.83
1432,Hospital_1432,Delhi,Urban,17516,226,141,24,48,159,54,1058,45,12227,0.61,0.49,80.03,3.37,1.02
1433,Hospital_1433,Maharashtra,Rural,3442,365,22,81,78,785,152,962,239,14421,0.94,0.83,72.82,3.44,1.85
1434,Hospital_1434,Delhi,Urban,13565,450,450,69,189,297,172,1086,236,13521,0.86,0.75,76.95,1.95,2.46
1435,Hospital_1435,Maharashtra,Urban,4600,191,191,72,21,682,95,1330,192,19807,0.6,0.26,90.51,1.34,4.46
1436,Hospital_1436,Delhi,Rural,1272,483,107,28,92,530,122,1283,271,11733,0.35,0.65,59.92,3.98,3.64
1437,Hospital_1437,Delhi,Rural,8107,289,129,40,184,365,11,414,140,19592,0.91,0.35,61.84,3.11,0.81
1438,Hospital_1438,Tamil Nadu,Urban,1741,240,240,49,45,865,3,274,74,13100,0.84,0.75,72.47,2.77,2.25
1439,Hospital_1439,Kerala,Urban,16955,171,171,6,135,159,105,1045,195,11001,0.85,0.69,68.44,1.52,2.76
1440,Hospital_1440,Delhi,Rural,19424,130,130,32,72,133,89,243,126,8922,0.82,0.98,87.11,2.66,3.54
1441,Hospital_1441,Delhi,Rural,8838,202,10,30,85,599,66,1269,195,19634,0.49,0.95,77.25,4.27,2.9
1442,Hospital_1442,Karnataka,Rural,4826,418,69,27,91,526,144,1473,283,16239,0.9,0.21,12.93,3.33,2.34
1443,Hospital_1443,Kerala,Rural,11889,358,259,83,60,385,64,106,160,11385,0.3,0.26,92.91,1.36,3.85
1444,Hospital_1444,Karnataka,Rural,11117,91,91,40,52,710,81,262,160,7976,0.47,0.82,68.63,2.33,1.95
1445,Hospital_1445,Kerala,Rural,463,437,158,95,43,656,104,1352,45,8431,0.33,0.75,13.59,4.92,4.94
1446,Hospital_1446,Karnataka,Rural,10458,405,404,10,106,416,180,1453,104,14199,0.38,0.84,77.43,3.18,4.74
1447,Hospital_1447,Delhi,Urban,3409,302,53,39,58,844,83,166,143,3304,0.67,0.41,36.48,2.15,3.57
1448,Hospital_1448,Delhi,Rural,17029,93,93,42,155,842,184,648,171,16636,0.33,0.88,80.79,4.65,4.42
1449,Hospital_1449,Tamil Nadu,Rural,3340,374,195,39,134,869,104,459,53,17725,0.43,0.55,95.59,2.34,2.03
1450,Hospital_1450,Karnataka,Urban,6765,234,117,78,198,894,114,1440,292,6075,0.46,0.41,26.27,3.92,2.95
1451,Hospital_1451,Maharashtra,Rural,13021,347,53,98,66,943,27,861,249,12275,0.76,0.21,85.88,1.59,1.44
1452,Hospital_1452,Tamil Nadu,Rural,2036,495,87,57,102,889,15,978,61,11181,0.63,0.9,77.58,1.63,4.44
1453,Hospital_1453,Karnataka,Urban,14068,42,42,42,118,764,20,1186,290,15418,0.62,0.63,67.45,3.25,2.41
1454,Hospital_1454,Karnataka,Rural,11297,87,87,97,14,959,76,1237,83,13606,0.84,0.98,39.11,1.96,2.73
1455,Hospital_1455,Tamil Nadu,Urban,12098,417,290,63,33,678,41,53,247,1107,0.62,0.77,11.88,1.2,4.34
1456,Hospital_1456,Delhi,Urban,982,466,262,47,68,961,53,72,176,5118,0.54,0.26,48.91,4.71,4.01
1457,Hospital_1457,Karnataka,Urban,7023,392,141,8,47,130,31,970,149,14589,0.97,0.67,11.46,1.22,1.68
1458,Hospital_1458,Delhi,Urban,13808,381,381,9,170,894,113,794,148,16068,0.31,0.21,50.51,3.87,0.53
1459,Hospital_1459,Tamil Nadu,Rural,5304,112,112,72,19,377,37,651,244,4757,0.51,0.65,82.21,2.33,0.89
1460,Hospital_1460,Delhi,Urban,7388,340,340,49,174,257,197,1037,12,16431,0.73,0.48,99.77,4.73,1.76
1461,Hospital_1461,Kerala,Urban,3303,343,343,84,135,22,113,1165,265,16294,0.85,0.71,20.6,4.94,1.6
1462,Hospital_1462,Maharashtra,Rural,2344,403,153,29,20,742,165,518,287,10723,0.87,0.63,21.58,2.34,0.29
1463,Hospital_1463,Karnataka,Urban,118,82,82,82,33,423,181,1019,13,17085,0.33,0.41,81.28,3.36,2.22
1464,Hospital_1464,Maharashtra,Urban,17125,243,118,15,97,44,187,1228,279,1864,0.8,0.33,47.44,4.09,0.62
1465,Hospital_1465,Delhi,Urban,3183,244,203,33,123,862,109,676,221,1251,0.8,0.52,91.66,1.49,1.18
1466,Hospital_1466,Karnataka,Urban,8621,388,44,38,30,528,102,256,225,13737,0.45,0.99,77.13,3.84,3.96
1467,Hospital_1467,Delhi,Rural,17349,365,365,90,157,715,76,1063,279,15208,0.38,0.55,73.91,4.62,2.52
1468,Hospital_1468,Kerala,Urban,873,356,356,18,19,484,174,130,25,8045,0.82,0.8,11.09,1.71,1.93
1469,Hospital_1469,Tamil Nadu,Rural,4832,122,122,28,184,80,139,664,73,5844,0.47,0.25,4.55,4.35,1.01
1470,Hospital_1470,Karnataka,Rural,6895,234,196,63,184,527,52,532,248,1705,0.3,0.5,32.36,1.46,4.34
1471,Hospital_1471,Kerala,Urban,7084,211,211,43,152,142,160,641,25,10012,0.46,0.66,22.51,3.27,4.53
1472,Hospital_1472,Kerala,Urban,2667,179,179,30,181,516,155,1480,61,4387,0.32,0.8,71.52,2.36,2.64
1473,Hospital_1473,Karnataka,Urban,16221,391,273,47,199,74,120,1176,28,1830,0.47,0.62,45.62,2.89,4.61
1474,Hospital_1474,Delhi,Urban,1774,226,226,40,143,182,2,1313,102,9122,0.53,0.61,52.79,2.2,2.38
1475,Hospital_1475,Kerala,Rural,10975,288,19,43,75,993,153,1338,270,5183,0.49,0.81,81.56,2.04,0.63
1476,Hospital_1476,Maharashtra,Rural,11672,213,213,65,131,718,53,82,26,19158,0.94,0.45,48.37,3.97,0.18
1477,Hospital_1477,Kerala,Rural,839,399,175,20,141,58,39,84,120,3865,0.46,0.27,54.95,1.89,0.73
1478,Hospital_1478,Delhi,Urban,1645,422,38,63,32,716,193,1322,103,18147,0.63,0.48,84.39,2.63,3.15
1479,Hospital_1479,Delhi,Rural,9427,171,171,10,22,102,67,1049,19,4799,0.97,0.33,43.7,2.1,1.67
1480,Hospital_1480,Maharashtra,Urban,5227,256,96,60,168,726,113,1123,221,4233,0.92,0.97,9.23,1.95,3.28
1481,Hospital_1481,Kerala,Urban,9165,107,32,12,25,565,174,329,246,2165,0.52,0.66,52.65,3.51,2.59
1482,Hospital_1482,Delhi,Urban,10592,30,30,98,50,132,129,201,263,1360,0.53,0.56,58.36,1.18,1.73
1483,Hospital_1483,Karnataka,Urban,13849,206,55,31,10,444,41,750,25,17728,0.72,0.93,51.67,4.16,1.17
1484,Hospital_1484,Tamil Nadu,Urban,9145,233,233,75,120,937,161,784,153,12181,0.94,0.92,26.55,3.18,0.5
1485,Hospital_1485,Tamil Nadu,Rural,18767,34,34,31,21,249,93,1068,51,17020,0.31,0.53,23.15,4.31,3.93
1486,Hospital_1486,Tamil Nadu,Rural,9621,285,35,93,128,302,148,1303,12,11924,0.58,0.9,37.61,1.85,4.11
1487,Hospital_1487,Kerala,Urban,8769,316,275,50,193,936,100,714,165,6286,0.89,0.25,17.46,3.84,2.75
1488,Hospital_1488,Maharashtra,Rural,11383,430,184,45,187,956,171,972,182,9845,0.59,0.91,66.94,2.68,0.87
1489,Hospital_1489,Delhi,Urban,7098,463,13,83,29,306,123,1361,33,12098,0.8,0.45,61.85,1.31,1.39
1490,Hospital_1490,Karnataka,Urban,13540,92,92,29,45,174,1,1468,284,8825,0.78,0.65,63.61,4.01,4.78
1491,Hospital_1491,Karnataka,Urban,12797,71,71,90,88,184,90,502,84,18945,0.44,0.42,23.25,4.05,1.21
1492,Hospital_1492,Kerala,Rural,13833,147,76,22,175,981,58,669,49,4878,0.61,0.99,25.41,2.08,0.38
1493,Hospital_1493,Tamil Nadu,Urban,1369,47,47,16,159,201,97,1106,49,11545,0.7,0.26,78.95,4.66,2.8
1494,Hospital_1494,Kerala,Urban,7968,84,64,91,117,258,15,1436,71,4230,0.8,0.56,69.32,4.06,1.38
1495,Hospital_1495,Maharashtra,Rural,12473,36,36,55,198,668,147,1184,247,12184,0.88,0.7,87.64,2.23,4.79
1496,Hospital_1496,Maharashtra,Rural,19087,370,40,43,187,358,153,1194,254,6622,0.83,0.69,40.95,1.96,2.92
1497,Hospital_1497,Delhi,Rural,6061,447,83,93,105,957,15,65,27,2295,0.32,0.79,55.19,2.76,4.83
1498,Hospital_1498,Delhi,Urban,15834,157,28,14,68,531,197,788,149,10541,0.77,0.78,74.14,2.17,3.95
1499,Hospital_1499,Maharashtra,Urban,9761,338,165,98,29,951,107,764,91,8687,0.65,0.83,97.44,1.87,3.64
1500,Hospital_1500,Maharashtra,Rural,8669,248,248,78,173,285,22,763,198,5340,0.7,0.39,98.97,2.6,4.17
1501,Hospital_1501,Maharashtra,Urban,7657,273,165,81,135,206,41,147,117,11419,0.56,0.5,99.92,1.1,3.06
1502,Hospital_1502,Kerala,Rural,18164,496,156,58,106,59,36,165,243,4226,0.8,0.51,89.16,2.61,0.15
1503,Hospital_1503,Maharashtra,Rural,8533,229,229,33,152,841,71,1014,277,759,0.77,0.96,64.33,1.89,2.02
1504,Hospital_1504,Karnataka,Urban,15753,450,96,45,71,512,133,1354,113,18125,0.71,0.53,1.69,2.06,1.17
1505,Hospital_1505,Tamil Nadu,Urban,9211,313,29,13,140,698,164,398,143,2343,0.9,0.38,70.25,1.33,2.23
1506,Hospital_1506,Maharashtra,Rural,5782,250,250,67,102,410,115,281,42,14254,0.37,0.71,24.62,3.36,2.41
1507,Hospital_1507,Tamil Nadu,Rural,15579,260,260,81,100,279,149,1184,246,2780,0.51,0.54,6.66,2.89,0.73
1508,Hospital_1508,Kerala,Rural,15147,89,52,41,142,674,5,1425,187,8296,0.65,0.4,70.02,4,0.21
1509,Hospital_1509,Tamil Nadu,Rural,8184,123,123,18,132,735,31,1085,21,5067,0.97,0.77,75.85,4.95,0.78
1510,Hospital_1510,Kerala,Urban,16553,223,223,77,193,195,144,1033,238,9800,0.35,0.35,66.28,1.48,4.3
1511,Hospital_1511,Karnataka,Rural,6300,72,72,76,168,793,37,688,278,1755,0.54,0.71,37.15,2.09,3.8
1512,Hospital_1512,Kerala,Rural,10378,481,410,43,95,783,144,334,140,6962,0.95,0.54,51.59,3.73,4.01
1513,Hospital_1513,Kerala,Rural,2107,447,447,44,172,348,36,685,258,10932,0.93,0.46,93.56,1.95,1.45
1514,Hospital_1514,Delhi,Urban,15902,394,315,58,127,950,150,594,67,18542,0.91,0.96,73.23,1.12,1.26
1515,Hospital_1515,Maharashtra,Urban,13429,349,37,7,35,219,176,441,13,19532,0.52,0.46,50.96,1.44,0.28
1516,Hospital_1516,Maharashtra,Rural,2879,73,73,59,127,730,188,1243,245,15442,0.89,0.48,59.75,2.73,2.41
1517,Hospital_1517,Karnataka,Urban,855,295,269,37,10,215,176,126,182,12650,0.65,0.9,92.84,2.72,1.97
1518,Hospital_1518,Karnataka,Urban,6595,354,31,75,16,845,60,346,45,3871,0.73,0.3,39.98,4.89,4.2
1519,Hospital_1519,Maharashtra,Urban,10287,50,50,23,173,608,76,379,288,8120,0.47,0.29,11.08,2.86,3.44
1520,Hospital_1520,Delhi,Rural,9613,154,154,38,85,550,159,1136,246,3432,0.79,0.43,33.26,3.71,0.81
1521,Hospital_1521,Maharashtra,Rural,18814,77,77,82,96,81,126,319,284,10278,0.53,0.67,42.1,2.97,4.94
1522,Hospital_1522,Delhi,Urban,17500,124,48,54,162,346,85,265,67,10804,0.54,0.51,28.02,2.08,3.88
1523,Hospital_1523,Karnataka,Rural,7447,285,285,51,103,925,190,1263,27,8619,0.75,0.69,53.37,1.42,3.63
1524,Hospital_1524,Tamil Nadu,Rural,14349,29,29,50,196,300,6,1148,45,15057,0.47,0.33,31.18,4.44,1.16
1525,Hospital_1525,Karnataka,Urban,14979,272,272,60,70,959,149,559,138,14907,0.46,0.41,11.21,1.61,4.54
1526,Hospital_1526,Karnataka,Urban,14157,314,179,61,38,781,84,628,10,5483,0.56,0.65,19.62,1.39,2.42
1527,Hospital_1527,Kerala,Rural,12157,175,175,87,104,246,5,1166,73,3021,0.84,0.37,91.9,1.86,1.56
1528,Hospital_1528,Kerala,Urban,5038,177,177,55,27,658,188,1126,71,19586,0.46,0.54,63.33,1.01,3.31
1529,Hospital_1529,Kerala,Rural,19322,56,56,58,50,77,141,545,155,16902,0.85,0.66,32.12,1.29,1.14
1530,Hospital_1530,Kerala,Rural,837,138,138,94,156,940,143,997,281,19453,0.79,0.98,37.32,3.54,4.55
1531,Hospital_1531,Delhi,Urban,6300,86,86,85,141,496,2,143,26,16843,0.78,0.26,49.84,1.97,4.29
1532,Hospital_1532,Maharashtra,Rural,8471,261,83,32,50,395,136,674,289,1283,0.63,0.57,67.64,2.35,2.38
1533,Hospital_1533,Tamil Nadu,Rural,16715,318,318,23,132,735,46,278,107,10398,0.82,0.52,58.64,4.34,1.03
1534,Hospital_1534,Karnataka,Urban,18401,482,474,31,152,262,84,299,236,17298,0.31,0.86,93.34,4.09,2.53
1535,Hospital_1535,Delhi,Urban,8634,232,99,52,191,386,93,1464,252,9055,0.51,0.92,62.95,2.97,0.83
1536,Hospital_1536,Tamil Nadu,Urban,2723,327,76,23,152,955,169,770,210,11267,0.78,0.93,91.17,3.45,1.42
1537,Hospital_1537,Delhi,Rural,8746,120,120,55,187,863,169,1029,188,1603,0.99,0.5,1.54,1.34,2.47
1538,Hospital_1538,Delhi,Urban,13643,75,75,11,31,519,22,231,279,5809,0.3,0.44,89.17,4.05,0.2
1539,Hospital_1539,Karnataka,Urban,12917,351,209,33,155,857,2,316,243,1671,0.66,0.56,72.42,3.06,3.85
1540,Hospital_1540,Maharashtra,Urban,18760,343,343,47,89,271,128,1053,121,9134,0.95,0.48,18.05,3.28,1.06
1541,Hospital_1541,Kerala,Urban,4597,258,258,73,139,925,66,330,75,6908,0.9,0.78,27.04,3.66,4.35
1542,Hospital_1542,Maharashtra,Rural,8033,412,236,98,45,341,70,1011,254,12635,0.32,0.37,54.74,3,0.21
1543,Hospital_1543,Karnataka,Rural,18619,250,250,62,29,395,130,716,254,14210,0.67,0.73,13.37,3.09,2.71
1544,Hospital_1544,Karnataka,Urban,6827,381,357,12,153,428,176,1156,81,7136,0.3,0.94,78.75,3,3.91
1545,Hospital_1545,Karnataka,Rural,12256,400,242,46,76,730,66,1259,58,3089,0.85,0.42,79.33,2.99,1.27
1546,Hospital_1546,Tamil Nadu,Urban,18049,111,111,80,129,507,54,580,199,10531,0.52,0.74,30.79,4,3.57
1547,Hospital_1547,Maharashtra,Urban,16792,298,95,46,167,362,131,1421,186,10195,0.84,0.31,7.91,2.71,3.63
1548,Hospital_1548,Maharashtra,Rural,8727,466,111,17,64,259,30,472,170,16027,0.96,0.3,98.9,1.01,3.23
1549,Hospital_1549,Delhi,Rural,8468,128,128,30,75,158,65,1030,159,6222,0.98,0.29,25.82,3.45,1.88
1550,Hospital_1550,Delhi,Urban,16622,336,336,22,35,141,100,503,79,13902,0.93,0.31,7.69,4.81,3.95
1551,Hospital_1551,Delhi,Urban,16677,187,187,46,194,439,63,316,42,17606,0.44,0.37,33.67,2.03,3.18
1552,Hospital_1552,Karnataka,Rural,19741,319,117,55,139,580,30,556,293,1341,0.44,0.65,96.93,4.26,2.99
1553,Hospital_1553,Maharashtra,Urban,15677,489,174,88,65,323,116,1215,269,19231,0.74,0.81,79.5,2.82,4.11
1554,Hospital_1554,Karnataka,Rural,19719,427,427,20,199,134,190,365,86,1145,0.68,0.3,48.55,3.57,1.3
1555,Hospital_1555,Tamil Nadu,Urban,13572,454,100,7,43,362,65,813,119,8715,0.31,0.9,31.23,4.56,1.24
1556,Hospital_1556,Delhi,Urban,1042,461,201,95,65,270,158,1305,148,16890,0.57,0.87,42.91,4.08,1.99
1557,Hospital_1557,Karnataka,Rural,4720,237,237,83,64,26,46,1370,44,4201,0.93,0.78,2.72,4.54,0.46
1558,Hospital_1558,Karnataka,Rural,16295,241,95,49,29,750,21,947,244,14408,0.93,0.54,72.12,1.04,1.75
1559,Hospital_1559,Tamil Nadu,Rural,11254,180,180,26,59,608,93,1002,209,9963,0.44,0.2,10.86,1.75,2.09
1560,Hospital_1560,Kerala,Rural,6453,35,35,27,162,198,82,924,160,12953,0.57,0.79,52.38,2.69,2.53
1561,Hospital_1561,Maharashtra,Rural,9245,297,297,63,93,164,45,965,43,13215,0.69,0.9,57.02,4.39,1.34
1562,Hospital_1562,Kerala,Rural,9594,76,76,66,162,435,88,71,133,6130,0.9,0.47,1.17,4.35,4.54
1563,Hospital_1563,Delhi,Rural,13662,81,81,72,62,685,185,433,41,16402,0.67,0.77,98.01,1.74,1.5
1564,Hospital_1564,Karnataka,Urban,19865,382,373,58,151,140,118,1199,281,3056,0.98,0.25,30.91,1.57,4.27
1565,Hospital_1565,Tamil Nadu,Urban,2980,485,69,61,197,143,188,152,133,19838,0.86,0.77,8.65,4.34,2.28
1566,Hospital_1566,Tamil Nadu,Urban,645,346,346,27,120,169,45,949,87,7887,0.97,0.25,85.58,3.17,3.62
1567,Hospital_1567,Maharashtra,Rural,14232,261,259,64,180,416,0,782,85,10358,0.81,0.67,16.04,3.51,0.64
1568,Hospital_1568,Kerala,Rural,13404,109,57,77,199,400,95,159,69,14130,0.91,0.68,3.47,4.24,2.77
1569,Hospital_1569,Maharashtra,Rural,2027,91,91,92,121,799,152,1138,94,5161,0.88,0.44,49.97,1.85,4.81
1570,Hospital_1570,Karnataka,Urban,16488,345,236,89,78,858,60,719,89,4301,0.48,0.26,13.86,1.55,3.36
1571,Hospital_1571,Maharashtra,Rural,11773,49,49,59,11,20,104,1149,181,7913,0.46,0.96,98.26,4.44,4.12
1572,Hospital_1572,Tamil Nadu,Rural,15472,378,378,84,191,692,80,1092,267,18047,0.91,0.63,2.03,1.45,1.38
1573,Hospital_1573,Tamil Nadu,Urban,2763,426,426,67,25,263,13,433,288,12571,0.36,0.66,6.07,1.35,4.02
1574,Hospital_1574,Delhi,Rural,15133,307,307,60,192,906,44,239,230,18165,0.59,0.69,83.5,2.11,1.82
1575,Hospital_1575,Delhi,Urban,9565,105,42,59,103,417,76,811,55,11356,0.87,0.91,24.74,2.27,2.48
1576,Hospital_1576,Karnataka,Urban,3426,253,53,29,180,270,166,409,82,11587,0.87,0.25,91.25,1.96,1.02
1577,Hospital_1577,Kerala,Rural,3759,254,254,30,198,898,65,924,63,8687,0.4,0.91,31.8,3.97,2.48
1578,Hospital_1578,Maharashtra,Rural,17615,332,174,53,175,595,31,935,230,17186,0.64,0.39,7.91,4.89,2.63
1579,Hospital_1579,Karnataka,Rural,4863,384,377,67,54,318,95,128,18,14305,0.64,0.26,2.05,1.8,3.15
1580,Hospital_1580,Delhi,Urban,10928,284,284,49,135,779,57,645,181,9447,0.53,0.73,28.97,4.13,4.36
1581,Hospital_1581,Maharashtra,Urban,14920,306,301,77,188,973,103,1245,93,9918,0.94,0.98,47.9,1.18,1.59
1582,Hospital_1582,Delhi,Urban,11321,346,346,83,179,316,55,1285,21,8075,0.76,0.25,1.1,1.48,4.92
1583,Hospital_1583,Maharashtra,Rural,11311,412,353,43,33,996,133,935,41,9925,0.99,0.54,58.53,3.06,4.25
1584,Hospital_1584,Kerala,Rural,13669,288,288,69,124,983,66,1064,298,6478,0.35,0.62,34.03,5,2.07
1585,Hospital_1585,Karnataka,Rural,5192,205,205,73,167,519,177,198,281,14936,0.58,0.4,39.63,4.8,1.21
1586,Hospital_1586,Maharashtra,Rural,6122,150,150,60,174,134,117,59,187,9589,0.88,0.99,26.88,1.45,0.45
1587,Hospital_1587,Tamil Nadu,Urban,12669,310,310,13,132,826,37,841,123,8654,0.6,0.71,53.38,1.96,1.25
1588,Hospital_1588,Tamil Nadu,Urban,19643,296,234,74,190,20,130,1128,35,8683,0.48,0.88,23.78,4.78,4.43
1589,Hospital_1589,Maharashtra,Urban,13615,339,295,32,148,572,111,921,246,3862,1,0.53,14.35,1.6,1.53
1590,Hospital_1590,Maharashtra,Urban,6259,370,213,49,87,704,132,229,181,11601,0.91,0.48,89.17,3.97,0.78
1591,Hospital_1591,Maharashtra,Rural,13323,199,181,30,160,619,151,793,242,10146,0.68,0.64,39.66,1,0.21
1592,Hospital_1592,Tamil Nadu,Rural,8545,309,21,32,126,501,53,430,46,18896,0.69,0.55,8.62,3.53,1.56
1593,Hospital_1593,Tamil Nadu,Rural,11122,499,316,44,89,629,33,1495,274,17984,0.3,0.77,23.8,2.98,1.16
1594,Hospital_1594,Maharashtra,Urban,3144,396,130,19,59,619,38,500,22,16255,0.99,0.41,31.68,2.88,0.6
1595,Hospital_1595,Delhi,Urban,9712,182,182,10,94,782,111,1166,115,5604,0.86,0.56,77.19,4.32,4.76
1596,Hospital_1596,Delhi,Rural,5736,290,253,31,192,529,87,1486,135,10012,0.33,0.92,3.2,1.32,1.41
1597,Hospital_1597,Kerala,Rural,11693,395,161,42,192,354,47,443,139,16569,0.42,0.8,48.35,2.51,0.13
1598,Hospital_1598,Karnataka,Urban,16279,115,115,72,13,484,48,1014,265,16806,0.87,0.33,41.36,2.78,4.73
1599,Hospital_1599,Delhi,Rural,2992,281,197,79,191,160,33,1404,124,16755,0.36,0.91,96.87,1.5,2.93
1600,Hospital_1600,Tamil Nadu,Urban,5912,384,384,89,70,602,99,482,133,5002,0.96,0.67,18.83,1.34,0.51
1601,Hospital_1601,Delhi,Urban,754,488,22,68,120,156,134,1003,265,15752,1,0.74,63.16,1.72,0.25
1602,Hospital_1602,Kerala,Urban,17243,372,100,34,87,978,17,1236,148,6537,0.92,0.44,21.02,1.96,0.63
1603,Hospital_1603,Kerala,Rural,1898,307,209,86,92,630,69,995,215,18039,0.82,0.55,55.29,4.86,3
1604,Hospital_1604,Karnataka,Rural,5259,455,83,7,142,682,113,1113,56,9792,0.64,0.85,55.95,2.9,0.4
1605,Hospital_1605,Delhi,Urban,11718,102,102,66,109,969,33,815,226,14966,0.36,0.46,8.46,3.04,2.88
1606,Hospital_1606,Tamil Nadu,Rural,8546,244,244,16,155,706,50,957,132,1496,0.81,0.33,46.19,3.83,3.3
1607,Hospital_1607,Tamil Nadu,Urban,3923,431,431,95,181,186,104,134,40,10127,0.58,0.5,46.65,3.74,0.82
1608,Hospital_1608,Maharashtra,Urban,16199,242,242,34,40,362,92,833,64,19429,0.7,0.26,32.59,3.01,2.49
1609,Hospital_1609,Tamil Nadu,Urban,18360,488,337,89,128,429,195,865,162,5484,0.51,0.77,28.44,2.36,4.82
1610,Hospital_1610,Karnataka,Urban,7887,137,137,42,103,788,141,1164,295,17237,0.47,0.32,23.21,2.32,4.2
1611,Hospital_1611,Karnataka,Rural,11296,211,80,89,158,929,68,1458,45,2818,0.53,0.43,1.59,1.23,3.64
1612,Hospital_1612,Tamil Nadu,Urban,6480,98,87,64,184,755,88,1266,294,14203,0.87,0.9,1.18,4.6,2.64
1613,Hospital_1613,Tamil Nadu,Urban,17492,97,97,42,39,899,102,1326,265,13219,0.6,0.63,59.39,4.08,2.03
1614,Hospital_1614,Maharashtra,Rural,9802,166,139,19,64,861,135,1317,187,3019,0.52,0.46,29.85,3.49,2.31
1615,Hospital_1615,Tamil Nadu,Urban,18992,126,126,22,114,84,142,756,45,5927,0.6,0.64,17.62,2.58,3.85
1616,Hospital_1616,Maharashtra,Urban,2782,401,52,56,50,600,82,319,263,5103,0.32,0.37,68.79,3.33,2.82
1617,Hospital_1617,Maharashtra,Rural,1089,290,17,33,182,86,186,890,171,18968,0.92,0.22,53.36,2.94,3.85
1618,Hospital_1618,Tamil Nadu,Rural,12576,409,22,64,83,452,10,1092,30,1399,0.69,0.68,91.58,2.1,4.85
1619,Hospital_1619,Kerala,Rural,8546,263,222,25,167,69,147,1113,84,17346,0.37,0.77,83.27,2.19,3.24
1620,Hospital_1620,Kerala,Urban,4811,92,92,21,86,333,182,565,216,18385,0.5,0.9,72.95,4.5,3.06
1621,Hospital_1621,Maharashtra,Rural,6579,376,376,22,94,328,35,1106,187,12568,0.99,0.82,13.53,3.54,2.09
1622,Hospital_1622,Tamil Nadu,Rural,13261,487,300,61,182,622,81,499,46,17599,0.72,0.94,66.94,1.01,1.06
1623,Hospital_1623,Kerala,Urban,14735,373,32,41,113,134,141,734,129,5830,0.5,0.99,69.7,2.31,1.93
1624,Hospital_1624,Tamil Nadu,Urban,8175,441,311,64,182,905,185,674,127,9680,0.6,0.8,76.57,2.36,2.65
1625,Hospital_1625,Tamil Nadu,Urban,1107,45,45,42,88,588,37,934,10,17095,0.48,0.89,27.05,3.83,0.27
1626,Hospital_1626,Tamil Nadu,Urban,7788,229,24,16,93,361,88,368,218,17637,0.32,0.74,64.39,3.8,2.43
1627,Hospital_1627,Delhi,Urban,10863,111,111,79,182,549,0,1197,217,15973,0.89,0.34,62.21,2.86,4.32
1628,Hospital_1628,Tamil Nadu,Rural,4008,144,70,88,192,803,103,1445,163,4250,0.5,0.35,39.15,4.8,4.89
1629,Hospital_1629,Delhi,Rural,19287,454,124,77,196,661,64,1424,259,12381,0.89,0.29,66.69,4.49,4.29
1630,Hospital_1630,Maharashtra,Rural,12057,92,92,5,142,514,0,1396,180,17319,0.63,0.95,9.58,4.46,0.94
1631,Hospital_1631,Kerala,Urban,4479,499,329,62,133,288,124,537,116,5429,0.43,0.74,64.71,2.39,0.86
1632,Hospital_1632,Kerala,Urban,16582,142,142,7,41,960,59,500,152,15296,0.86,0.83,61,2.72,2.03
1633,Hospital_1633,Kerala,Urban,977,328,328,67,15,99,24,402,17,18844,0.56,0.46,21.85,2.68,1.2
1634,Hospital_1634,Kerala,Rural,15685,203,203,25,103,475,90,1189,103,6313,0.8,0.57,82,2.76,3.41
1635,Hospital_1635,Kerala,Rural,18352,206,206,27,35,318,137,1004,106,2224,0.89,0.23,87.57,4.56,0.51
1636,Hospital_1636,Kerala,Urban,19149,217,76,13,46,987,49,1086,16,1994,0.97,0.91,21.84,2,2.27
1637,Hospital_1637,Kerala,Rural,17872,97,97,87,22,841,139,369,283,18863,0.36,0.88,8.52,4.21,1.47
